Normal20,-1.2191,0.1801,-3.3179,2.2788,0.0118
Normal100,-0.5037,0.8335,-2.5094,2.8392,0.0083
Cauchy20,-0.9413,0.2128,-2.6724,1.944,0.2652
Cauchy100,-0.8962,0.9409,-3.6519,3.6966,0.1692
Laplace20,-1.7987,1.2538,-6.3775,5.8326,0.0136
Laplace100,-0.7183,1.0526,-3.3745,3.7088,0.0823
Poisson20,8.0,11.25,3.125,16.125,0.0374
Poisson100,8.0,11.0,3.5,15.5,0.0591
Uniform20,-1.2679,-0.6699,-2.1649,0.2271,0.0
Uniform100,-1.3477,-0.4264,-2.7298,0.9556,0.0
